SampleID,genus_shannon,genus_evenness,genus_richness,species_shannon,species_evenness,species_richness
212_V5,0.9753952409791837,0.01200966241900842,124,1.8426332250225417,0.0075041351239675,255
212_V6,0.8938706145830067,0.008656773385777852,153,1.6279878686634817,0.0065766893917976405,271
212_V7,1.866011377259537,0.012018841512707127,215,2.815523398839746,0.011374468174801899,392
212_V8,1.8244367770413288,0.004805639501135437,416,2.1459421815590334,0.001886278148648124,986
212_V9,0.9175706170142605,0.006125941817683016,223,2.0345107387039705,0.007141715610228534,390
213_V1,1.7320396709815102,0.006857702292053205,318,2.5308342508274007,0.003787070727962177,665
213_V2,1.838624407676554,0.010569580662928152,253,3.2437906542213355,0.01247723581241783,442
213_V5,1.9259731267993452,0.006812358166626628,346,3.601622428614114,0.010758590119162005,650
214_S3F,2.345932507091095,0.008401918134969674,360,3.778034663792771,0.01023020427078193,654
214_S4,1.9263016876127437,0.006276083017115024,388,3.3802011762139736,0.008791094554868779,684
214_V1,1.0528833939471476,0.03971722356619311,48,1.6358248574014382,0.025214169571442464,104
214_V11,2.113849399116531,0.004617315348331885,504,3.3659908010061894,0.004618675115968345,971
214_V2,1.4629877304363832,0.03593219742693811,64,1.8355841699722992,0.018436424444468615,141
214_V3,1.6841372958846874,0.020458373191306313,127,2.8659705476603126,0.02166528951958522,244
214_V5,1.0145958613846957,0.005620553835087146,252,2.3498106219103154,0.006881456086583902,471
214_V7,1.639487855659732,0.006697390416971853,289,2.88400899500822,0.007807233272020925,511
214_V9,2.396634656583727,0.010160185768595275,315,3.692452959619508,0.010236618424540921,587
215_S1,0.9222005771501786,0.003751336023308093,342,3.0671483524470236,0.009581269843955536,623
215_S2,2.090468924987892,0.008947409197017697,335,3.5807216505375106,0.00897422973892178,737
215_S3,1.3078995358310623,0.004319651534523083,345,3.290199985747503,0.008652593247006757,653
215_V10,1.3951938280472695,0.004439606321490727,341,3.3339259433324013,0.007482825746407265,702
215_V11,2.723238104888985,0.008686874560019037,372,3.848195802785806,0.006902908148501325,761
215_V12,1.3914108744203062,0.003744574846074442,403,3.367857678734069,0.007594658896757388,800
215_V2,1.435625986124162,0.00945260452003664,213,2.7190417159247673,0.012662823650802303,374
215_V3,1.2759233219378425,0.007421278018161006,218,2.58366401842303,0.0095805794658446,412
215_V5,1.0349567489115794,0.008951339481037268,163,2.428051463852781,0.013045853187850327,275
215_V6,1.5994230213879834,0.006337483180126972,297,2.7833086882310747,0.0067734830301284426,524
215_V7,1.1785810189456953,0.004748414681632184,320,3.1745973804503747,0.009816282155526063,558
215_V8,0.8239397365373924,0.003644857857857079,337,3.045358081764582,0.008219370830510683,695
215_V9,1.850184169201662,0.005396319457596987,389,3.106665759580369,0.004611040237760207,760
216_V1,0.2806630143357936,0.014086696191081471,76,0.2946446498000668,0.006242956694362532,170
216_V2,0.9251999814933594,0.0141167013762817,115,1.2210383404204599,0.007632639755512914,225
216_V4,1.7858811984832308,0.009349162975131376,303,2.7285923170389768,0.007760102083994699,595
217_S3,0.9636617025210147,0.005952815072966447,223,2.425736073474138,0.008684919916084399,380
217_S5,1.0206421849999423,0.0035085774503569073,372,2.3109789966948218,0.003346743771903063,681
217_S6F,0.9157171624594064,0.0037532643224614335,350,2.1869972412961562,0.0035741778172894757,627
217_S7,1.6623371050443927,0.004902498372165999,395,3.1373162767443916,0.006772258459102769,739
217_V10,1.3737158869060335,0.005108464513773695,335,2.6419387243553287,0.005275026551459218,608
217_V11,1.088451051051797,0.0036186796373501784,374,2.6992031597748305,0.004573994108881063,703
217_V2,0.3252477107589955,0.010006988057156493,109,0.343185882756402,0.0052824476789426955,207
217_V4,1.0094466070251074,0.007702988456061256,186,1.0375534066127508,0.003802031536895267,374
217_V5,1.236161717843158,0.006729416644145184,243,1.8391938221590702,0.005049913216231098,443
217_V7,1.3889110550113732,0.005253872800620762,289,2.9560778540214305,0.008030666454641004,533
217_V8,0.7069502335644189,0.005187774888844844,230,2.4049568294973995,0.007435797311127949,397
217_V9,1.9760753132632372,0.005564501401465199,390,3.083870430456967,0.005186150415820523,732
218_V2,1.8117035518939424,0.01776969623505005,138,2.2991997245319005,0.007838900735833427,342
218_V5,2.0553341515162327,0.011836597079378272,254,3.14786474311959,0.008467857483125651,526
219_V2,1.821992361766801,0.008534453143266257,242,1.9690683536822808,0.00442156999808068,482
219_V3,1.2678885344452298,0.0059380372659957785,255,1.3402235823692688,0.002861795078266748,519
219_V5,2.4334960687847884,0.009749156406087886,384,3.1460898526062335,0.004006488765553186,816
219_V7,2.498981177167222,0.006771762197841889,418,2.5357410578249646,0.0032017267951736056,805
219_V8,2.8081522586684486,0.01024232015481913,457,3.0325022276694904,0.005686731399820724,863
219_V9,2.8947299238725543,0.010031891624773073,341,4.168506826887839,0.010331107199456678,616
220_S2,1.600699942154298,0.005739776547427214,301,2.2623971642642813,0.004142604679877039,539
220_V1,0.8193676421387326,0.023184360282542428,62,0.9110303251113242,0.011236019291335312,126
220_V10,1.9396414771673518,0.005717048567545977,364,3.1849702889798888,0.006940919208350523,686
220_V11,3.405049451307893,0.01682396552739428,417,3.7395747001657877,0.008729272473535063,861
220_V3,1.5014900623068541,0.028212131543614544,80,1.8698018543349126,0.01478438057594753,173
220_V4,1.4701200652049877,0.00792762395218329,235,1.9880069266048892,0.0052845509172907415,429
220_V5,1.285705048224676,0.006829610503400116,244,1.821618795507684,0.004685732500023481,432
220_V6,1.389751179690193,0.008890659387531186,211,1.8689503346401926,0.006262208339848365,354
220_V7,1.1068757454231724,0.0060490189804426,234,1.700215743224209,0.00416882329789107,413
220_V8,1.2172267101708107,0.00475817845105438,304,1.8101305098937248,0.0030843806418057846,570
221_V10,3.0944139345898978,0.01006244620380501,444,3.3838072185063934,0.006539075699626627,829
221_V3,0.2172473809464049,0.018762144093803473,56,0.2835871189629321,0.0068619063341741,155
221_V4,0.6451488461728998,0.013118267460551478,97,0.9585278973828704,0.0063443770368724235,218
221_V5,0.1465562228640375,0.021536858992351804,48,1.0149085631225283,0.013204639487550513,129
221_V6,1.1149409569421358,0.016469177574158795,115,1.94323590060275,0.012190733220203987,264
221_V7,1.616085781167051,0.014396143953015736,168,2.5422246856730397,0.010691088628132416,375
221_V8,2.4033901942029976,0.01018591610103362,276,3.7139807983249815,0.015528524218793997,548
221_V9,2.615147976143076,0.011927137968307399,249,3.090513189990859,0.007443643226534332,467
222_V1,1.8502826854528662,0.010541402399625003,271,2.552563546287934,0.008004919353201679,466
222_V3,1.3824562910915748,0.009791169271800926,215,2.6711529465827244,0.010787569890592744,393
222_V4,1.7315510368338811,0.009159254527336355,281,2.7422462360906836,0.010052616061112156,474
223_A1,2.349222450655478,0.006455000974501041,466,3.9688033952422446,0.009427475545609215,878
223_V2,1.781077070975092,0.01361736245912262,169,3.283721000409962,0.011086169140579872,350
223_V4,1.977632809802701,0.00990043064526039,267,2.1814713952014206,0.004402834766451319,598
223_V8,2.144733107941881,0.0052764210747708205,414,3.6549713622639572,0.007282307852871907,859
223_V9,2.259801866809291,0.005975669531610023,367,3.6483849250132887,0.007505567475152205,668
225_V1,2.2511341353167804,0.030607278315607816,133,2.5666185703937012,0.016226920636277616,262
225_V2,1.964587456517747,0.01864918934686675,159,2.7738433451318505,0.010040851556067062,379
225_V3,1.7327083896706035,0.017290529740155196,160,2.491392283577342,0.006568654876909132,393
225_V5,1.1416003450823962,0.006511226235999837,258,2.4372282633922264,0.005878799372570982,582
225_V7,2.121705151855046,0.006531143275289556,361,3.814348635909777,0.008742250798482216,783
226_A1,2.179458814955591,0.013226265443697528,308,2.3771880806822114,0.006919972211620634,639
