SampleID,MDS1,MDS2,MDS3
101_S1,-0.29558853715645067,0.7437341842883811,-0.2629599147829462
101_V3,-0.5658436060693629,0.5719079722689536,-0.5152110152706493
101_V5,-0.25749751015261835,0.7298887701618878,-0.14805747721113258
102_V1,-0.41403513806705455,-0.5112273553622562,0.29238321364024716
102_V3,-0.1315880488288921,-0.8433195632588792,0.06078654952956051
102_V5,-0.6041900909081969,0.2906685809966807,0.44857188550823346
103_S1,0.5919435191512467,-0.1709170400111815,0.06361583482157504
103_V10,0.4607734219099102,0.10570828048297533,0.012655689550554208
103_V3,-0.5883935369034761,0.7821824934435239,-0.38092512525337585
103_V9,0.6110680652647514,0.07188418516540458,-0.08321764408264964
104_V2,-0.32159714949791673,0.16954355381933678,0.6416504888537412
105_V4,-0.5195547806666584,0.5177877355884671,-0.7956989430815717
105_V6,0.40457257505357036,0.5726385151825649,-0.24535306071164636
105_V7,0.28664555828790256,-0.39121850281304127,0.19159859988578143
106_A1,0.16771390853501217,0.023786455106529315,-0.8885232542513135
106_AF1,0.20905677913785234,-0.3959198994918702,-0.23223918226086243
106_S_1,0.3411831093625648,-0.5204939575110922,-0.22776559123744855
106_V2,-0.3630067474432397,-0.13560336010018242,-0.9023663118655418
106_V6,-0.7184693681742527,-0.4704166181823247,0.07693593684867372
106_V7,0.15580016432193153,-0.4540559957266415,-0.44495425437803454
107_A1,0.6602220923475323,-0.3926980898459357,-0.24259591215936543
107_S1,0.46087438384471446,-1.0898604294737138,0.0215127688776974
107_S2,0.20396620899008047,-0.25515582833555983,-0.579387276329189
107_S3,0.3148787846383529,-0.4610902911732756,-0.5018475155694616
107_V2,-1.3201149309341622,0.2690730659254373,0.015156289393973333
107_V3,-0.27366581736718665,-0.8886653260762716,-0.3349564846149003
107_V6,-0.015255068019022053,-0.8060628306812908,0.4826408065497346
107_V7,-0.3624610397514078,-0.0801000396221025,-0.47329360746773563
107_V8,0.6089671186225244,-0.2374708212547137,-0.22304699261063957
107_V9,0.5711757793207461,-0.10305519611491022,-0.2575213597721226
108_A1,0.35304022321122364,-0.22290954769757368,-0.11141532255672872
108_A1F,0.35115263743193526,-0.20889256261456796,-0.10028851343664885
108_A2,0.32136479442879645,-0.03499828844772463,-0.1363962099467152
108_A3F,0.5294990214976912,-0.09380334360230473,-0.10889958053295448
108_A4,0.7362606148786995,-0.3397228490624805,-0.05733277794141144
108_A5,0.639371957523847,-0.0889794111607457,-0.03014349426467945
108_S1,0.05352361624341755,0.3698616793019352,-0.5532366570133336
108_S2,0.48103810891392423,0.1374831233756443,-0.830274396480511
108_S3,0.42653315800701347,0.2174790059464228,-0.31171855314002916
108_S4,0.045930764850325656,-0.13055740222734474,-0.4247961450175278
108_S4F_1,0.46612177037593167,-0.0769807379996355,-0.41103351502837354
